;;;;;;;;;;;;;;;;;;;;;;
id;APPROVAL;AUDIT RESULT;SCORE P/N;CERTYFICATE;COLLABORATION;KLIENT;DELIVERY SCHEDULES;ID_SAP;NUMBER OF INTERFERENCE;LOCATION;PPM PERFORMANCE ;ZAKLAD;PSCR;NAME OF THE PART;PART NUMBER;;;;SUPPLIER;PART CLASIFICATION;;
316;100;N/A;98;100;100;STELLANTIS;100;5106261;100;80;100;PSAPT;N/A;846 BOCCHETTA DS X BOCCH.NE CAPLESS;51890451;;;;GERDES GMBH;C;;
317;100;N/A;100;100;100;STELLANTIS;100;5101749;100;100;100;PSAPT;N/A;846 PRZEWOD MYJACY KPL;51836518;;;; HUTCHINSON POLAND SP.ZO.O.;C;;
318;100;N/A;100;100;100;STELLANTIS;100;5101749;100;100;100;PSAPT;N/A;846 przewOd zasilania paliwem ds;51836521;;;; HUTCHINSON POLAND SP.ZO.O.;C;;
319;100;N/A;100;100;100;STELLANTIS;100;5101749;100;100;100;PSAPT;N/A;846 PRZEWOD POWROTU PALIWA BZ KPL;51836522;;;; HUTCHINSON POLAND SP.ZO.O.;C;;
320;100;N/A;100;100;100;STELLANTIS;100;5101749;100;100;100;PSAPT;N/A;846 PRZEWOD POWROTU PALIWA DS KPL;51894467;;;; HUTCHINSON POLAND SP.ZO.O.;C;;
321;100;N/A;100;100;100;STELLANTIS;100;5101749;100;100;100;PSAPT;N/A;169 PRZEWOD ZASILANIA PALIWEM;LC340510;;;; HUTCHINSON POLAND SP.ZO.O.;C;;
322;100;N/A;100;100;100;STELLANTIS;100;5101749;100;100;100;PSAPT;N/A;169 PRZEWOD MYJACY KPL.;LC340512;;;; HUTCHINSON POLAND SP.ZO.O.;C;;
323;100;N/A;100;100;100;STELLANTIS;100;5101749;100;100;100;PSAPT;N/A;169 RURA PRZEDMUCHOWA KPL;LC367905;;;; HUTCHINSON POLAND SP.ZO.O.;C;;
324;100;N/A;100;100;100;STELLANTIS;100;5101749;100;100;100;PSAPT;N/A;169 PRZEWOD ZASILANIA PALIWEM;LC392904;;;; HUTCHINSON POLAND SP.ZO.O.;C;;
325;100;N/A;100;100;100;STELLANTIS;100;5101749;100;100;100;PSAPT;N/A;169 PRZEWOD POWROTNY KPL.;LC392905;;;; HUTCHINSON POLAND SP.ZO.O.;C;;
326;100;N/A;100;100;100;STELLANTIS;100;5101749;100;100;100;PSAPT;N/A;PRZEWOD ZASILANIA PALIWEM;LC392984;;;; HUTCHINSON POLAND SP.ZO.O.;C;;
327;100;N/A;100;100;100;STELLANTIS;100;5101749;100;100;100;PSAPT;N/A;PRZEWOD POWROTNY;LC392985;;;; HUTCHINSON POLAND SP.ZO.O.;C;;
328;100;N/A;100;100;100;STELLANTIS;100;5101749;100;100;100;PSAPT;N/A; PRZEWOD OPAROWY KPL.LEWY;LC393667;;;; HUTCHINSON POLAND SP.ZO.O.;C;;
329;100;N/A;100;100;100;STELLANTIS;100;5101749;100;100;100;PSAPT;N/A; PRZEWOD OPAROWY KPL.PRAWY;LC393668;;;; HUTCHINSON POLAND SP.ZO.O.;C;;
330;100;N/A;100;100;100;STELLANTIS;100;5101749;100;100;100;PSAPT;N/A;846 PRZEWOD ODPOWIETRZAJACY DX KPL;LC393874;;;; HUTCHINSON POLAND SP.ZO.O.;C;;
331;100;N/A;100;100;100;STELLANTIS;100;5101749;100;100;100;PSAPT;N/A;PRZEWOD OPAROWY;LC396374;;;; HUTCHINSON POLAND SP.ZO.O.;C;;
332;100;N/A;100;100;100;STELLANTIS;100;5101749;100;100;100;PSAPT;N/A;PRZEWOD OPAROWY;LC396373;;;; HUTCHINSON POLAND SP.ZO.O.;C;;
333;100;N/A;100;100;100;STELLANTIS;100;5101749;100;100;100;PSAPT;N/A;846 PRZEWOD ODPOWIETRZAJACY SX KPL;LC393875;;;; HUTCHINSON POLAND SP.ZO.O.;C;;
334;100;N/A;98;100;100;STELLANTIS;100;5107782;100;80;100;PSAPT;N/A;BUSHING;2581V50006;;;;IGUS;B;;
335;100;N/A;98;100;100;STELLANTIS;100;5107782;100;80;100;PSAPT;N/A;BUSHING;2585160036;;;;IGUS;B;;
336;100;N/A;98;100;100;STELLANTIS;100;5100910;100;80;100;PSAPT;N/A;ABSORBER FOR RTG T846;13051375;;;;ILTAR ITALBOX;A;;
337;100;N/A;94;100;100;STELLANTIS;100;5105191;100;50;100;PSAPT;N/A;SPREZYNKA;215100;;;;INTERMECA SARL;B;;
338;100;N/A;94;100;100;STELLANTIS;100;5105191;100;50;100;PSAPT;N/A;SWORZEN METALOWY;3030012;;;;INTERMECA SARL;B;;
339;100;N/A;94;100;100;STELLANTIS;100;5105191;100;50;100;PSAPT;N/A;PLYTKA PERFOROWANA;9,12E+11;;;;INTERMECA SARL;B;;
340;100;N/A;94;100;100;STELLANTIS;100;5105191;100;50;100;PSAPT;N/A;312 AB uszczelka;7689903;;;;INTERMECA SARL;C;;
341;100;N/A;98;100;100;STELLANTIS;100;5100747;100;80;100;PSAPT;N/A;USZCZELKA;7628223;;;; ISAG SRL;C;;
342;100;N/A;98;100;100;STELLANTIS;100;5100747;100;80;100;PSAPT;N/A;USYCYELKA Ds.;LC385200;;;; ISAG SRL;C;;
343;100;N/A;98;100;100;STELLANTIS;100;5103266;100;80;100;PSAPT;N/A;2504 TUBO SFIATO CORRUG.;LC395471;;;;ITIB;B;;
344;100;N/A;98;100;100;STELLANTIS;100;5103266;100;80;100;PSAPT;N/A;2504 TUBO SFIATO CORRUGATO CNG E6;LC395750;;;;ITIB;B;;
345;100;N/A;98;100;100;STELLANTIS;100;5100016;100;80;100;PSAPT;N/A;312 PLYTKA KWADRAT ;14215480;;;;ITW;C;;
346;100;N/A;98;100;100;STELLANTIS;100;5100016;100;80;100;PSAPT;N/A;169 SPINKA PODTRZYMUJACA PRZEWODY;51807046;;;;ITW;C;;
347;100;N/A;98;100;100;STELLANTIS;100;5100016;100;80;100;PSAPT;N/A;312 KOLEK ;51889905;;;;ITW;C;;
348;100;N/A;98;100;100;STELLANTIS;100;5100016;100;80;100;PSCPS;N/A;312 KOLEK MOCUJACY;LC392224;;;;ITW;C;;
349;100;N/A;98;100;100;STELLANTIS;100;5100016;100;80;100;PSAPT;N/A;312  SPINKA MONTAZOWA;LC396081;;;;ITW;C;;
350;100;N/A;98;100;100;STELLANTIS;100;5100016;100;80;100;PSCPS;N/A;312 blokada zaSlepki wycieraczki;976800087;;;;ITW;C;;
351;100;N/A;98;100;100;STELLANTIS;100;5100016;100;80;100;PSCPS;N/A;312 ZATRZASK ZASLEPKI CHROM;51805645;;;;ITW;C;;
352;100;N/A;98;100;100;STELLANTIS;100;5100016;100;80;100;PSCPS;N/A;312MCA SPINKA-PODSZYBIE ODM-1406;52058492;;;;ITW;C;;
353;100;N/A;98;100;100;STELLANTIS;100;5100016;100;80;100;PSCPS;N/A;312 SPRYSKIWACZ;735536639;;;;ITW;C;;
354;100;N/A;98;100;100;STELLANTIS;100;5100016;100;80;100;PSCPS;N/A;169 4X4 KOLEK MOCUJACY;LC383500;;;;ITW;C;;
355;100;N/A;98;100;100;STELLANTIS;100;5100016;100;80;100;PSCPS;N/A;312 KOLEK MOCUJACY;LC392224;;;;ITW;C;;
356;100;N/A;98;100;100;STELLANTIS;100;5100016;100;80;100;PSCPS;N/A;312 SPINKA MOCUJACA;LC392226;;;;ITW;A;;
357;100;N/A;98;100;100;STELLANTIS;100;5100016;100;80;100;PSCPS;N/A;312 SPINKA MOCUJACA;LC392644;;;;ITW;A;;
358;100;N/A;98;100;100;STELLANTIS;100;5100016;100;80;100;PSCPS;N/A;312 SPINKA PODTRZ PRZEW SPRYSK;LC392733;;;;ITW;C;;
359;100;N/A;98;100;100;STELLANTIS;100;5100016;100;80;100;PSCPS;N/A;312 PRZEWOD SPRYSKIWACZA;LC392734;;;;ITW;C;;
360;100;N/A;98;100;100;STELLANTIS;100;5100016;100;80;100;PSCPS;N/A;312 PRZYCISK MOCUJACY;LC392942;;;;ITW;A;;
361;100;N/A;98;100;100;STELLANTIS;100;5100016;100;80;100;PSAPT;N/A;X250 SPINKA Z TWORZYWA PN 0816100080;13051137;;;;ITW;A;;
362;100;N/A;98;100;100;STELLANTIS;100;5100016;100;80;100;PSAPT;N/A;PINETTO MILLERIGHE X MAN.T.844 FL;1305992;;;;ITW;A;;
363;100;N/A;94;100;100;STELLANTIS;100;5109697;100;50;100;PSAPT;N/A;POM 100.55L KOL.NATUR.;NLS0040105;;;;IVICT;B;;
364;100;N/A;94;100;100;STELLANTIS;100;5109697;100;50;100;PSAPT;N/A;POM 100.55L KOL.808;NLS0040102;;;;IVICT;B;;
365;100;N/A;100;100;100;STELLANTIS;100;5104800;100;100;100;PSCPS;N/A;312 WYSCIOLKA ANTYWIBRACYJNA;LC392529;;;;IZOBLOK;C;;
366;100;N/A;100;100;100;STELLANTIS;100;5104943;100;100;100;PSAPT;N/A;169 ZLACZKA SPECJALNA;LC370700;;;;JOHN GUEST POLSKA SP.Z O.O;C;;
367;100;N/A;100;100;100;STELLANTIS;100;5109683;100;100;100;PSAPT;N/A;846 WKLADKA METALOWA;LC393197;;;;JP TECHNOLOGY;B;;
368;100;N/A;100;100;100;STELLANTIS;100;5109683;100;100;100;PSAPT;N/A;169 WKLADKA METALOWA;LC340530;;;;JP TECHNOLOGY;B;;
369;100;N/A;100;100;100;STELLANTIS;100;5109683;100;100;100;PSAPT;N/A;169 POKRYWA METALOWA;LC367913;;;;JP TECHNOLOGY;B;;
370;100;N/A;98;100;100;STELLANTIS;100;5100973;100;80;100;PSAPT;N/A;846 CAVETTO COMPLETO;51837067;;;;KAB-LEM  S.P.A.;C;;
371;100;N/A;98;100;100;STELLANTIS;100;5100973;100;80;100;PSAPT;N/A;846 CAVO CONDUTTIVO COMPLETO;50567025;;;;KAB-LEM  S.P.A.;B;;
372;100;N/A;98;100;100;STELLANTIS;100;5100797;100;80;100;PSAPT;N/A;188 GUAINA TUBO SFIATO KLEVERS;LC326300;;;;KLEVERS;B;;
373;100;N/A;86;0;100;STELLANTIS;100;5107950;100;100;100;PSAPT;N/A;ET 45.10 NEUTRO (HD PE)TVK;NLS0080104;;;;KRAKCHEMIA S.A.;C;;
374;100;N/A;100;100;100;STELLANTIS;100;5105255;100;100;100;PSAPT;N/A;FILM HOT STAMPING GRIGLIA T846MY20;13052773;;;;KURZ  PC PRINT;B;;
375;100;N/A;94;100;100;STELLANTIS;100;5108750;100;50;100;PSCPS;N/A;312MCA LOGO BEATS SX;105479A1;;;;LA FRANCE;B;;
376;100;N/A;94;100;100;STELLANTIS;100;5108750;100;50;100;PSCPS;N/A;312MCA LOGO BEATS DX;105479A2;;;;LA FRANCE;B;;
377;100;N/A;98;100;100;STELLANTIS;100;5107015;100;80;100;PSCPS;N/A;DURETHAN BKV30H2.0 901510;N130120100;;;;LANXESS DEUTSCHLAND GMBH;C;;
378;100;N/A;98;100;100;STELLANTIS;100;15000027;100;80;100;PSCPS;N/A;LAPOLEN K 1726E UL B 808;1803570;;;;LAPO COMPOUNDS SRL;A;;
379;100;N/A;98;100;100;STELLANTIS;100;15000027;100;80;100;PSAPT;N/A;LAPOLEN K48.380L N 808;1803303;;;;LAPO COMPOUNDS SRL;A;;
380;100;N/A;98;100;100;STELLANTIS;100;15000027;100;80;100;PSAPT;N/A;PP 65.40 L GRIGIO 608/A;1803501;;;;LAPO COMPOUNDS SRL;A;;
381;100;N/A;98;100;100;STELLANTIS;100;15000027;100;80;100;PSAPT;N/A;PP 65.40 L NERO 808;1803394;;;;LAPO COMPOUNDS SRL;A;;
382;100;N/A;98;100;100;STELLANTIS;100;15000027;100;80;100;PSAPT;N/A;PP 60.35L GRIGIO 608/A;1803498;;;;LAPO COMPOUNDS SRL;A;;
383;100;N/A;98;100;100;STELLANTIS;100;15000027;100;80;100;PSAPT;N/A;PP 60.35L NERO 808;1803329;;;;LAPO COMPOUNDS SRL;A;;
384;100;N/A;98;100;100;STELLANTIS;100;15000027;100;80;100;PSAPT;N/A;PP 53.130 SR L GRIGIO 650;1803293;;;;LAPO COMPOUNDS SRL;A;;
385;100;N/A;98;100;100;STELLANTIS;100;15000027;100;80;100;PSAPT;N/A;PP 53.130 SR L NERO 808;1803431;;;;LAPO COMPOUNDS SRL;A;;
386;100;N/A;98;100;100;STELLANTIS;100;15000027;100;80;100;PSAPT;N/A;PP 50.60R K.666;NLS0060208;;;;LAPO COMPOUNDS SRL;C;;
387;100;N/A;98;100;100;VW;100;5105622;100;80;100;PSAPT;100;TASMA PIANKOWA GR.1,5 MM ADES.H=5 50MT;883303300N;;;;LOHMANN;B;;
388;100;N/A;98;100;100;VW;100;5105622;100;80;100;PSAPT;100;TASMA PIANKOWA GR.1 MM ADES.H=5 50MT;883304300N;;;;LOHMANN;B;;
389;100;N/A;94;100;100;STELLANTIS;100;5108219;100;50;100;PSCPS;N/A;PC+ASA KOL.834;NLS9100001;;;;LOTTE CHEMICAL;C;;
390;100;N/A;94;100;100;STELLANTIS;100;5108219;100;50;100;PSAPT;N/A;PC+ASA 100-400L kol.831;1803608;;;;LOTTE CHEMICAL;B;;
391;100;N/A;98;100;100;STELLANTIS;100;5100490;100;80;100;PSCPS;N/A;169 TULEJKA OWALNA 9X11X3,5;LC369006;;;;M.C.I;A;;
392;100;N/A;98;100;100;STELLANTIS;100;5100550;100;80;100;PSCPS;N/A;STAFFETTA X VITE A/F ST.3,5;77848310;;;;M.S.A;A;;
393;100;N/A;98;100;100;STELLANTIS;100;5100550;100;80;100;PSCPS;N/A;STAF.VITE AUTOF.4,8-1/43689/74;LC830001;;;;M.S.A;A;;
394;100;N/A;98;100;100;VW;100;5104098;100;80;100;PSAPT;100;GUARNIZIONE IN EPDM 20X20 d.8,5;884211800;;;;M5;C;;
395;100;N/A;96;80;100;STELLANTIS;100;5100984;100;80;100;PSAPT;N/A;ABS 100.120L KOL.808;NLS0010203;;;;MAIP;C;;
396;100;N/A;96;80;100;STELLANTIS;100;5100984;100;80;100;PSAPT;N/A;ABS 100.120 KOL.NERO;NLS0010206;;;;MAIP;C;;
397;100;N/A;96;80;100;STELLANTIS;100;5100984;100;80;100;PSAPT;N/A;PA+ABS 65.650L NERO;NLS0100001;;;;MAIP;C;;
398;100;N/A;96;80;100;STELLANTIS;100;5100984;100;80;100;PSAPT;N/A;ET 40.9  15-17% FV NERO;N520901002;;;;MAIP;C;;
399;100;N/A;96;80;100;STELLANTIS;100;5100984;100;80;100;PSCPS;N/A;ABS 95.150L KOL.808;NLS0010103;;;;MAIP;C;;
400;100;N/A;96;80;100;STELLANTIS;100;5100984;100;80;100;PSCPS;N/A;ABS 95.150 NEUTRAL;NLS0010108;;;;MAIP;C;;
401;100;N/A;96;80;100;STELLANTIS;100;5100984;100;80;100;PSAPT;N/A;EMP 50 KOL. 831;NLS0070052;;;;MAIP;C;;
402;100;N/A;96;80;100;STELLANTIS;100;5100984;100;80;100;PSAPT;N/A;EMP 50 KOL. 808 FORPRENE  6ZO 919 A50;NLS0070053;;;;MAIP;C;;
403;100;N/A;96;80;100;STELLANTIS;100;5100984;100;80;100;PSAPT;N/A;EMP 55 KOL. 831;NLS0070054;;;;MAIP;C;;
404;100;N/A;96;80;100;STELLANTIS;100;5100984;100;80;100;PSAPT;N/A;EMP 60 KOL.808 FORPRENE 6Z0 919 A60;NLS0070104;;;;MAIP;C;;
405;100;N/A;96;80;100;STELLANTIS;100;5100984;100;80;100;PSAPT;N/A;EMP 70 KOL. 808 FORPRENE 6Z0 919 A70;NLS0070206;;;;MAIP;C;;
406;100;N/A;96;80;100;STELLANTIS;100;5100984;100;80;100;PSAPT;N/A;PA 50.400 NERO;N120046004;;;;MAIP;C;;
407;100;N/A;96;80;100;STELLANTIS;100;5100984;100;80;100;PSAPT;N/A;POM 100.55L KOL.734;NLS0040112;;;;MAIP;C;;
408;100;N/A;100;100;100;STELLANTIS;100;5104493;100;100;100;PSAPT;N/A;169 FILTR GORNY;LC367909;;;;MANNHUMMEL ;C;;
409;100;N/A;100;100;100;STELLANTIS;100;5104493;100;100;100;PSAPT;N/A;169 FILTR GORNY;LC367911;;;;MANNHUMMEL ;C;;
410;100;N/A;100;100;100;STELLANTIS;100;5104493;100;100;100;PSAPT;N/A;169 FILTR WEWNETRZNY;LC367912;;;;MANNHUMMEL ;C;;
411;100;N/A;98;100;100;STELLANTIS;100;5101031;100;80;100;PSAPT;N/A;169 LUBRIFICANTE MOLIKOTE PG-21;993790;;;;MASCHERPA;B;;
412;100;N/A;98;100;100;STELLANTIS;100;5101031;100;80;100;PSAPT;N/A;SMAR MOLIKOTE BR 2 PLUS;PA215;;;;MASCHERPA;B;;
413;100;N/A;98;100;100;STELLANTIS;100;5106607;100;80;100;PSAPT;N/A;DOM;3801880077;;;;MBI;B;;
414;100;N/A;98;80;100;STELLANTIS;100;5104683;100;100;100;PSCPS;N/A;EMP 60 KOL.808;NLS0070101;;;;MCCP POLAND;C;;
415;100;N/A;98;80;100;STELLANTIS;100;5104683;100;100;100;PSAPT;N/A;TOSE 628 90A 2250;NLS0070208;;;;MCCP POLAND;C;;
416;100;N/A;98;80;100;STELLANTIS;100;5104683;100;100;100;PSAPT;N/A;SEBS A 70 SHA TEINTE 205 122;NLS8000402;;;;MCCP POLAND;C;;
417;100;N/A;98;100;100;STELLANTIS;100;5100490;100;80;100;PSAPT;N/A;BOCCOLA SP.9X7X15-T.52630-12II;LC369071;;;;MCI;B;;
418;100;N/A;98;100;100;STELLANTIS;100;5100490;100;80;100;PSAPT;N/A;BOCCOLA SP.7X9X3-T.52630-12II;LC369072;;;;MCI;B;;
419;100;N/A;98;100;100;STELLANTIS;100;5100490;100;80;100;PSAPT;N/A;BOCCOLA SP.7X9X3,5-T52806-12IV;LC392812;;;;MCI;B;;
420;100;N/A;98;100;100;STELLANTIS;100;5100490;100;80;100;PSAPT;N/A;BOCCOLA SP.9X7X2,5-T.52806;LC369049;;;;MCI;B;;
421;100;N/A;98;100;100;STELLANTIS;100;5100490;100;80;100;PSAPT;N/A;350 PIERSCIEN DYSTANSOWY OWAL;LC269245;;;;MCI;C;;
422;100;N/A;98;100;100;STELLANTIS;100;5100490;100;80;100;PSAPT;N/A;932 DISTANZIALE BOCCH.CARB.AB;LCX221456;;;;MCI;C;;
423;100;N/A;98;100;100;STELLANTIS;100;5100490;100;80;100;PSAPT;N/A;Distanziale tondo;3808430050;;;;MCI;C;;
424;100;N/A;98;100;100;STELLANTIS;100;5100490;100;80;100;PSAPT;N/A;Distanziale ovale;3808430051;;;;MCI;C;;
425;100;N/A;96;80;100;STELLANTIS;100;5107966;100;80;100;PSCPS;N/A;THERMORUN TT824BE;NLS7100001;;;;MCPP EUROPE;C;;
426;100;N/A;98;100;100;STELLANTIS;100;5106128;100;80;100;PSCPS;N/A;SIATKA PROWADNICY GUIDA BAG;LC393830/A;;;;MEHLER;C;;
427;100;N/A;100;100;100;STELLANTIS;100;5108510;100;100;100;PSAPT;N/A;GUARNIZIONE SFIATO;46766549;;;;MESGUM SP. Z O.O.;B;;
428;100;N/A;16;100;-100;STELLANTIS;-100;5108510;-100;100;100;PSAPT;N/A;O-RING WEW FI 23,6;LC605104;;;;MESGUM SP. Z O.O.;B;;
429;100;N/A;16;100;-100;STELLANTIS;-100;5108510;-100;100;100;PSAPT;N/A;OSLONA GUMOWA;LS367907;;;;MESGUM SP. Z O.O.;B;;
430;100;N/A;16;100;-100;STELLANTIS;-100;5108510;-100;100;100;PSAPT;N/A;169 USZCZELKA;46523406;;;;MESGUM SP. Z O.O.;C;;
431;100;N/A;16;100;-100;STELLANTIS;-100;5108510;-100;100;100;PSAPT;N/A;GUARN.SFIA. TGB/A-70(LC329500);46784234;;;;MESGUM SP. Z O.O.;C;;
432;100;N/A;16;100;-100;STELLANTIS;-100;5108510;-100;100;100;PSAPT;N/A;169 PIERSCIEN USZCZELNIAJACY DIESEL;LC351505;;;;MESGUM SP. Z O.O.;C;;
433;100;N/A;16;100;-100;STELLANTIS;-100;5108510;-100;100;100;PSAPT;N/A;GUARNIZIONE IN VITON D.7,8;46766970;;;;MESGUM SP. Z O.O.;C;;
434;100;N/A;100;100;100;STELLANTIS;100;5108510;100;100;100;PSAPT;N/A;GUARNIZ.SFIATO TGB/AC 60 VERDE;46743908;;;;MESGUM SP. Z O.O.;C;;
435;100;N/A;98;100;100;STELLANTIS;100;5106462;100;80;100;PSAPT;N/A;2501 WKLADKA KURSORA;LS393973;;;;METALGALVANO;C;;
436;100;N/A;98;100;100;STELLANTIS;100;5106462;100;80;100;PSAPT;N/A;2501 WKLADKA KURSORA CHROMOWANA;LS393973-CR;;;;METALGALVANO;C;;
437;100;N/A;94;100;100;STELLANTIS;100;5108890;100;50;100;PSAPT;N/A;INSERT METALOWY;2585160003;;;;METALURGICAS PABUR;C;;
438;100;N/A;98;100;100;STELLANTIS;100;5100452;100;80;100;PSAPT;N/A;ADMER GT6 KOLOR NATURALNY;NLE0050101;;;;MITSUI;C;;
439;100;N/A;98;100;100;STELLANTIS;100;5101295;100;80;100;PSAPT;N/A;SPREZYNA STOZKOWA;LC605105;;;;MOLLIFICIO LECHESSE;C;;
440;100;N/A;98;100;100;STELLANTIS;100;5100977;100;80;100;PSCPS;N/A;B420 PLYTKA PODTRZYMUJACA;LC393032;;;;MPE;A;;
441;100;N/A;98;100;100;STELLANTIS;100;5100989;100;80;100;PSCPS;N/A;312MCA SRUBA 4,2x13 - TAB10631/02 ABARTH;1/55387/09;;;;MUSTAD;C;;
442;100;N/A;98;100;100;STELLANTIS;100;5100989;100;80;100;PSCPS;N/A;312 MY SRUBA  4,2X13 - TAB10631/01;1/56896/09;;;;MUSTAD;C;;
443;100;N/A;98;100;100;STELLANTIS;100;5100989;100;80;100;PSCPS;N/A;169 SRUBA SCHOWKA CD/846 SRUBA DO KLAMKI;46558583;;;;MUSTAD;C;;
444;100;N/A;98;100;100;STELLANTIS;100;5100989;100;80;100;PSCPS;N/A;186 WKRET Z KOLNIERZEM M4X16;LCX915080;;;;MUSTAD;C;;
445;100;N/A;98;100;100;STELLANTIS;100;5100989;100;80;100;PSAPT;N/A;VITE M4X16 1/56894/09;13052824;;;;MUSTAD;A;;
446;100;N/A;98;100;100;STELLANTIS;100;5106214;100;80;100;PSAPT;N/A;8460UCHWYT PRZEWODU 1 POZ;51836560;;;;NATIONAL MOLDING;C;;
447;100;N/A;98;100;100;STELLANTIS;100;5101100;100;80;100;PSAPT;N/A;molla;LC800372;;;;NUOVO MOLLIFICIO CAMPANO;C;;
448;100;N/A;98;100;100;STELLANTIS;100;5101100;100;80;100;PSAPT;N/A;PODKLADKA;LC800427 - TUS;;;;NUOVO MOLLIFICIO CAMPANO;C;;
449;100;N/A;98;100;100;STELLANTIS;100;5101100;100;80;100;PSAPT;N/A;molla;LC800350;;;;NUOVO MOLLIFICIO CAMPANO;C;;
450;100;N/A;98;100;100;STELLANTIS;100;5101100;100;80;100;PSAPT;N/A;831 SPREZYNA CYLINDRYCZNA 7-8 GR;LC608201;;;;NUOVO MOLLIFICIO CAMPANO;C;;
451;100;N/A;98;100;100;STELLANTIS;100;5101100;100;80;100;PSAPT;N/A;831 MOLL 315-350 GR;LC800384;;;;NUOVO MOLLIFICIO CAMPANO;C;;
452;100;N/A;98;100;100;STELLANTIS;100;5101100;100;80;100;PSAPT;N/A;834 MOLLA 187-207 GR;LC800382;;;;NUOVO MOLLIFICIO CAMPANO;C;;
453;100;N/A;98;100;100;STELLANTIS;100;5101100;100;80;100;PSAPT;N/A;molla;LC800378;;;;NUOVO MOLLIFICIO CAMPANO;C;;
454;100;N/A;98;100;100;STELLANTIS;100;5101100;100;80;100;PSAPT;N/A;834 SPREZYNKA 135-155 GR;LC800354;;;;NUOVO MOLLIFICIO CAMPANO;C;;
455;100;N/A;98;100;100;STELLANTIS;100;5100113;100;80;100;PSCPS;N/A;INSERTO PER INGRANAGGIO;LC970105;;;;OCM;A;;
456;100;N/A;94;100;100;STELLANTIS;100;5107470;100;50;100;PSCPS;N/A;312 MY RETROREFLECTOR RH REAR BUMPER;51934456;;;;OLSA MX;A;;
457;100;N/A;94;100;100;STELLANTIS;100;5107470;100;50;100;PSCPS;N/A;312 MY RETROREFLECTOR LH REAR BUMPER;51934457;;;;OLSA MX;A;;
458;100;N/A;98;100;100;STELLANTIS;100;5109360;100;80;100;PSCPS;N/A;PP 60.90L KOL. 808;NLS0061001-O;;;;OMIKRON;C;;
459;100;N/A;98;100;100;STELLANTIS;100;5109360;100;80;100;PSCPS;N/A;PP 130.50 KOL.NERO;NLS0061701;;;;OMIKRON;C;;
460;100;N/A;98;100;100;STELLANTIS;100;5109360;100;80;100;PSAPT;N/A;PP 150.80 GF30 KOL.NERO;NLS0061803;;;;OMIKRON;C;;
461;100;N/A;98;100;100;STELLANTIS;100;5109360;100;80;100;PSCPS;N/A;PP 130.50 KOL.NERO;NLS0061701;;;;OMIKRON;C;;
462;100;N/A;98;100;100;STELLANTIS;100;5109360;100;80;100;PSAPT;N/A;PP 60.90 L N.808 N.F.55246;1803153;;;;OMIKRON;C;;
463;100;N/A;98;100;100;STELLANTIS;100;5109360;100;80;100;PSAPT;N/A;PP 130-50 NERO STANDARD NF55246;1803387;;;;OMIKRON;C;;
464;100;N/A;98;100;100;STELLANTIS;100;5109360;100;80;100;PSAPT;N/A;PP 145-110  NERO N.F. 55246;1803454;;;;OMIKRON;C;;
465;100;N/A;98;100;100;STELLANTIS;100;5109360;100;80;100;PSAPT;N/A;OMIKRON IRT 30 NERO 808;1803303;;;;OMIKRON;C;;
466;100;N/A;98;100;100;STELLANTIS;100;5109360;100;80;100;PSAPT;N/A;OMIKRON IRT 30 NERO 808;1803303;;;;OMIKRON;C;;
467;100;N/A;86;0;100;STELLANTIS;100;5104291;100;100;100;PSCPS;N/A;170 ZSZYWKA;1/21724/77;;;;OTTENSTEN;A;;
468;100;N/A;98;100;100;STELLANTIS;100;5106976;100;80;100;PSAPT;N/A;BRAKE PEDAL INSERT;2581V50061;;;;P.C.M. Srl;C;;
469;100;N/A;98;100;100;STELLANTIS;100;5101038;100;80;100;PSAPT;N/A;SENSOR INSERT;SL-B-M6;;;;P.S.M. CELADA;C;;
470;100;N/A;98;100;100;STELLANTIS;100;5108829;100;80;100;PSCPS;N/A;312MCA PILLAR METAL SPRING (EUNCAP);LC396086;;;;PB ELEKTRO;A;;
471;100;N/A;98;100;100;STELLANTIS;100;5102923;100;80;100;PSAPT;N/A;Perno fulcro pedali;2588460018;;;;PCAM VENARIA;C;;
472;100;N/A;98;100;100;STELLANTIS;100;5102923;100;80;100;PSAPT;N/A;KEEPER GSE N3;3802501021;;;;PCAM VENARIA;C;;
473;100;N/A;98;100;100;STELLANTIS;100;5104564;100;80;100;PSAPT;N/A;ET 40.9L KOLOR 808;NLE0010201-S;;;;PETROFINA;C;;
474;100;N/A;94;100;100;VW;100;5109905;100;50;100;PSAPT;100;4M8.854.989.A KLAPA NADK.TYLNE SX RS;883530100;;;;PETZ;C;;
475;100;N/A;94;100;100;VW;100;5109905;100;50;100;PSAPT;100;$4M8.854.990.A RADABD.HINTEN (FLAP);883530200;;;;PETZ;B;;
476;100;N/A;94;100;100;VW;100;5109905;100;50;100;PSAPT;100;$4M8.854.989 RADABDECKUNG HINTEN (FLAP);883530300;;;;PETZ;B;;
477;100;0;88;100;100;STELLANTIS;100;5109062;100;100;100;PSAPT;N/A;250 KORPUS WLOTU CENTRALNY DX;LS385800;;;;PHILLIPS;C;;
478;100;0;88;100;100;STELLANTIS;100;5109062;100;100;100;PSAPT;N/A;250 KORPUS WLOTU CENTRALNY SX;LS385812;;;;PHILLIPS;C;;
